id;sexe;usage_vehicule;type_vehicule;‰ge_vehicule;points_perdus_logical;type_conduite;formule;date_demande;etat_dossier;‰ge_client;tarif_intervalle;revenus_intervalle;enfants_logical;enfant_conduite_accompagne_logical;est_rouge
502;F;Private;Minivan;15.0;NO;Highly Urban/ Urban;dev_express;14/03/2022 05:41;complet;60;"[250Û;325Û]";[>100k];NO;FAUX;NO
503;F;Private;Pickup;10.0;NO;Highly Rural/ Rural;dev_premium;31/05/2022 13:57;complet;75;"[500Û;575Û]";"[20k;40k]";NO;FAUX;NO
504;F;Private;SUV;7.0;NO;Highly Urban/ Urban;dev_integral;10/05/2022 23:39;complet;7;"[325Û;400Û]";[>100k];NO;FAUX;NO
505;F;Commercial;Pickup;1.0;NO;Highly Urban/ Urban;dev_express;14/05/2022 00:58;complet;59;"[250Û;325Û]";"[20k;40k]";YES;FAUX;NO
506;F;Commercial;Van;12.0;YES;Highly Urban/ Urban;dev_express;07/05/2022 14:05;complet;86;"[250Û;325Û]";[>100k];NO;FAUX;NO
507;F;Private;Pickup;1.0;YES;Highly Rural/ Rural;dev_integral;17/05/2022 22:41;complet;54;"[325Û;400Û]";"[40k;60k]";NO;FAUX;YES
508;M;Commercial;Minivan;8.0;NO;Highly Urban/ Urban;dev_integral;17/03/2022 06:05;complet;52;"[250Û;325Û]";[<20k];NO;FAUX;YES
509;F;Commercial;Van;10.0;YES;Highly Urban/ Urban;dev_premium;15/03/2022 03:25;complet;45;"[400Û;500Û]";[>100k];NO;FAUX;YES
510;F;Private;Minivan;13.0;NO;Highly Urban/ Urban;dev_express;30/03/2022 17:24;complet;53;"[250Û;325Û]";[>100k];NO;FAUX;NO
511;F;Private;SUV;1.0;NO;Highly Urban/ Urban;dev_express;21/01/2022 20:42;complet;59;"[250Û;325Û]";"[60k;80k]";NO;FAUX;NO
512;M;Commercial;SUV;1.0;YES;Highly Urban/ Urban;dev_express;18/01/2022 19:29;complet;63;"[250Û;325Û]";[<20k];YES;FAUX;NO
513;F;Commercial;Minivan;17.0;YES;Highly Urban/ Urban;dev_integral;19/04/2022 21:43;complet;19;"[250Û;325Û]";[<20k];NO;FAUX;YES
514;M;Commercial;Pickup;7.0;NO;Highly Rural/ Rural;dev_premium;18/05/2022 13:33;complet;58;"[325Û;400Û]";"[20k;40k]";NO;FAUX;YES
515;M;Private;Minivan;21.0;NO;Highly Urban/ Urban;dev_express;04/04/2022 15:50;complet;57;"[250Û;325Û]";"[60k;80k]";NO;FAUX;NO
516;M;Private;Minivan;8.0;NO;Highly Urban/ Urban;dev_integral;25/03/2022 07:11;complet;55;"[250Û;325Û]";[>100k];YES;FAUX;YES
517;F;Commercial;Minivan;1.0;YES;Highly Urban/ Urban;dev_integral;23/03/2022 12:28;complet;61;"[250Û;325Û]";"[60k;80k]";YES;FAUX;NO
518;F;Commercial;Panel Truck;11.0;NO;Highly Urban/ Urban;dev_express;25/03/2022 13:33;complet;34;"[250Û;325Û]";[>100k];NO;FAUX;YES
519;M;Private;Minivan;22.0;NO;Highly Urban/ Urban;dev_integral;23/02/2022 20:23;complet;30;"[325Û;400Û]";[<20k];NO;FAUX;YES
520;F;Commercial;SUV;10.0;YES;Highly Urban/ Urban;dev_premium;08/04/2022 12:44;complet;83;"[500Û;575Û]";[>100k];NO;FAUX;NO
521;M;Private;Minivan;inconnu;NO;Highly Urban/ Urban;dev_integral;25/02/2022 05:54;complet;69;"[325Û;400Û]";"[40k;60k]";NO;FAUX;NO
522;F;Private;SUV;8.0;YES;Highly Urban/ Urban;dev_integral;07/02/2022 00:44;complet;68;"[250Û;325Û]";"[20k;40k]";NO;FAUX;NO
523;M;Commercial;Minivan;4.0;NO;Highly Rural/ Rural;dev_integral;01/04/2022 01:13;complet;5;"[250Û;325Û]";[<20k];YES;VRAI;NO
524;M;Private;Minivan;inconnu;YES;Highly Urban/ Urban;dev_express;25/05/2022 18:59;complet;17;"[250Û;325Û]";[>100k];NO;FAUX;NO
525;F;Private;SUV;7.0;YES;Highly Urban/ Urban;dev_express;21/04/2022 16:29;complet;81;"[250Û;325Û]";"[20k;40k]";NO;FAUX;NO
526;F;Private;Minivan;1.0;NO;Highly Urban/ Urban;dev_premium;31/05/2022 05:19;complet;60;"[325Û;400Û]";"[20k;40k]";NO;FAUX;YES
527;M;Commercial;Pickup;1.0;NO;Highly Urban/ Urban;dev_express;19/02/2022 08:11;complet;32;"[250Û;325Û]";[<20k];NO;FAUX;NO
528;F;Private;SUV;6.0;YES;Highly Urban/ Urban;dev_integral;23/05/2022 14:29;complet;60;"[325Û;400Û]";"[40k;60k]";YES;VRAI;NO
529;M;Commercial;Pickup;4.0;NO;Highly Rural/ Rural;dev_integral;24/02/2022 11:57;complet;85;"[250Û;325Û]";"[80k;100k]";YES;FAUX;NO
530;M;Private;Sports Car;inconnu;NO;Highly Urban/ Urban;dev_express;28/05/2022 16:47;complet;82;"[250Û;325Û]";"[40k;60k]";YES;FAUX;NO
531;F;Private;Minivan;9.0;NO;Highly Urban/ Urban;dev_express;18/05/2022 20:48;complet;78;"[250Û;325Û]";"[20k;40k]";NO;FAUX;NO
532;M;Commercial;Panel Truck;1.0;YES;Highly Urban/ Urban;dev_express;12/03/2022 12:59;complet;54;"[250Û;325Û]";"[20k;40k]";YES;FAUX;YES
533;M;Commercial;Pickup;8.0;YES;Highly Rural/ Rural;dev_express;06/03/2022 13:23;complet;53;"[250Û;325Û]";"[40k;60k]";YES;VRAI;YES
534;M;Commercial;Pickup;1.0;YES;Highly Urban/ Urban;dev_express;04/03/2022 01:37;complet;90;"[250Û;325Û]";[<20k];NO;FAUX;YES
535;M;Commercial;Pickup;13.0;YES;Highly Rural/ Rural;dev_premium;10/05/2022 23:21;complet;72;"[325Û;400Û]";"[40k;60k]";YES;FAUX;YES
536;M;Private;Pickup;9.0;YES;Highly Urban/ Urban;dev_express;08/04/2022 22:16;complet;47;"[250Û;325Û]";[<20k];YES;FAUX;YES
537;F;Commercial;SUV;1.0;YES;Highly Urban/ Urban;dev_express;20/01/2022 06:01;complet;58;"[250Û;325Û]";"[40k;60k]";NO;FAUX;NO
538;F;Private;Minivan;inconnu;YES;Highly Rural/ Rural;dev_express;06/01/2022 05:05;complet;66;"[250Û;325Û]";[<20k];YES;FAUX;YES
539;F;Private;Sports Car;8.0;YES;Highly Rural/ Rural;dev_integral;07/01/2022 02:17;complet;37;"[250Û;325Û]";[<20k];YES;FAUX;NO
540;F;Private;Pickup;1.0;YES;Highly Urban/ Urban;dev_express;04/05/2022 21:01;complet;49;"[250Û;325Û]";"[20k;40k]";NO;FAUX;YES
541;M;Private;Pickup;15.0;YES;Highly Urban/ Urban;dev_integral;05/05/2022 07:55;complet;5;"[325Û;400Û]";[>100k];NO;FAUX;NO
542;F;Private;Sports Car;18.0;YES;Highly Urban/ Urban;dev_express;14/03/2022 00:41;complet;4;"[250Û;325Û]";"[80k;100k]";YES;VRAI;NO
543;M;Private;Minivan;12.0;YES;Highly Urban/ Urban;dev_express;13/02/2022 12:27;complet;88;"[250Û;325Û]";"[60k;80k]";NO;FAUX;NO
544;M;Private;Minivan;17.0;NO;Highly Rural/ Rural;dev_integral;27/03/2022 16:30;complet;86;"[250Û;325Û]";"[20k;40k]";NO;FAUX;YES
545;F;Private;Sports Car;1.0;NO;Highly Urban/ Urban;dev_integral;02/02/2022 14:25;complet;56;"[250Û;325Û]";"[60k;80k]";NO;FAUX;NO
546;F;Commercial;Panel Truck;14.0;NO;Highly Rural/ Rural;dev_integral;22/05/2022 06:17;complet;83;"[250Û;325Û]";"[60k;80k]";YES;VRAI;YES
547;M;Private;Sports Car;9.0;YES;Highly Urban/ Urban;dev_integral;03/02/2022 18:51;complet;59;"[250Û;325Û]";"[20k;40k]";NO;FAUX;NO
548;M;Private;SUV;7.0;YES;Highly Urban/ Urban;dev_express;17/04/2022 11:05;complet;28;"[250Û;325Û]";"[20k;40k]";NO;FAUX;NO
549;F;Private;Sports Car;9.0;NO;Highly Urban/ Urban;dev_integral;30/01/2022 11:38;complet;68;"[250Û;325Û]";"[60k;80k]";NO;FAUX;NO
550;M;Private;SUV;12.0;YES;Highly Urban/ Urban;dev_integral;04/01/2022 23:37;complet;73;"[250Û;325Û]";[>100k];NO;FAUX;NO
551;F;Private;Pickup;11.0;YES;Highly Rural/ Rural;dev_premium;20/02/2022 01:38;complet;29;"[400Û;500Û]";"[40k;60k]";YES;FAUX;YES
552;M;Private;SUV;18.0;NO;Highly Urban/ Urban;dev_integral;22/03/2022 18:25;complet;37;"[250Û;325Û]";"[60k;80k]";NO;FAUX;NO
553;M;Private;Sports Car;20.0;NO;Highly Urban/ Urban;dev_integral;14/04/2022 03:08;complet;72;"[250Û;325Û]";[<20k];NO;FAUX;NO
554;M;Commercial;SUV;9.0;YES;Highly Urban/ Urban;dev_integral;28/03/2022 18:19;complet;85;"[250Û;325Û]";"[20k;40k]";NO;FAUX;NO
555;M;Commercial;SUV;5.0;NO;Highly Urban/ Urban;dev_integral;15/01/2022 01:30;complet;45;"[250Û;325Û]";"[40k;60k]";NO;FAUX;NO
556;M;Commercial;Pickup;7.0;YES;Highly Urban/ Urban;dev_express;30/03/2022 17:09;complet;92;"[250Û;325Û]";"[40k;60k]";YES;VRAI;NO
557;M;Private;Minivan;1.0;NO;Highly Rural/ Rural;dev_express;03/04/2022 06:29;complet;16;"[250Û;325Û]";[<20k];NO;FAUX;NO
558;M;Private;Minivan;inconnu;NO;Highly Urban/ Urban;dev_integral;11/04/2022 23:33;complet;4;"[325Û;400Û]";"[60k;80k]";YES;FAUX;NO
559;F;Commercial;Panel Truck;inconnu;NO;Highly Urban/ Urban;dev_integral;18/05/2022 18:08;complet;66;"[250Û;325Û]";[<20k];NO;FAUX;YES
560;M;Private;Pickup;1.0;YES;Highly Urban/ Urban;dev_integral;02/04/2022 09:07;complet;89;"[250Û;325Û]";[<20k];NO;FAUX;YES
561;M;Private;Minivan;19.0;NO;Highly Urban/ Urban;dev_express;09/03/2022 14:39;complet;1;"[250Û;325Û]";"[40k;60k]";NO;FAUX;YES
562;M;Private;Sports Car;10.0;NO;Highly Urban/ Urban;dev_integral;13/04/2022 11:26;complet;18;"[325Û;400Û]";[<20k];NO;FAUX;NO
563;M;Commercial;Van;18.0;YES;Highly Urban/ Urban;dev_integral;14/03/2022 13:17;complet;34;"[325Û;400Û]";"[40k;60k]";NO;FAUX;YES
564;M;Private;Minivan;10.0;YES;Highly Urban/ Urban;dev_express;12/05/2022 14:47;complet;52;"[250Û;325Û]";"[20k;40k]";YES;FAUX;NO
565;F;Private;Van;1.0;NO;Highly Urban/ Urban;dev_integral;01/01/2022 20:24;complet;24;"[250Û;325Û]";[<20k];YES;FAUX;NO
566;M;Private;SUV;16.0;YES;Highly Urban/ Urban;dev_express;25/05/2022 20:36;complet;25;"[250Û;325Û]";"[80k;100k]";YES;VRAI;NO
567;F;Private;SUV;9.0;NO;Highly Urban/ Urban;dev_express;16/05/2022 05:07;complet;56;"[250Û;325Û]";[<20k];NO;FAUX;NO
568;M;Private;Pickup;7.0;YES;Highly Urban/ Urban;dev_integral;27/02/2022 02:15;complet;14;"[250Û;325Û]";[<20k];YES;VRAI;NO
569;F;Private;Pickup;15.0;NO;Highly Urban/ Urban;dev_integral;09/03/2022 09:41;complet;85;"[250Û;325Û]";[>100k];NO;FAUX;NO
570;M;Private;SUV;13.0;YES;Highly Urban/ Urban;dev_express;31/05/2022 15:49;complet;31;"[250Û;325Û]";"[60k;80k]";NO;FAUX;NO
571;F;Private;Minivan;14.0;NO;Highly Urban/ Urban;dev_premium;02/03/2022 14:10;complet;62;"[325Û;400Û]";[>100k];NO;FAUX;NO
572;F;Commercial;Panel Truck;24.0;NO;Highly Urban/ Urban;dev_premium;24/04/2022 21:41;complet;21;"[500Û;575Û]";"[80k;100k]";YES;FAUX;YES
573;F;Commercial;Pickup;10.0;YES;Highly Urban/ Urban;dev_express;21/01/2022 07:59;complet;66;"[250Û;325Û]";[<20k];NO;FAUX;NO
574;F;Private;SUV;13.0;YES;Highly Urban/ Urban;dev_express;07/03/2022 19:35;complet;72;"[250Û;325Û]";"[60k;80k]";NO;FAUX;NO
575;F;Private;Pickup;17.0;NO;Highly Rural/ Rural;dev_express;31/05/2022 11:14;complet;8;"[250Û;325Û]";[<20k];NO;FAUX;YES
576;M;Commercial;Van;8.0;YES;Highly Urban/ Urban;dev_integral;13/05/2022 02:36;complet;84;"[250Û;325Û]";"[60k;80k]";YES;FAUX;YES
577;F;Private;Pickup;15.0;NO;Highly Urban/ Urban;dev_integral;23/05/2022 03:01;complet;63;"[250Û;325Û]";"[60k;80k]";NO;FAUX;YES
578;M;Commercial;Minivan;10.0;YES;Highly Urban/ Urban;dev_express;11/05/2022 03:02;complet;17;"[250Û;325Û]";[<20k];NO;FAUX;NO
579;M;Private;Minivan;1.0;YES;Highly Urban/ Urban;dev_integral;05/04/2022 00:02;complet;57;"[325Û;400Û]";[<20k];NO;FAUX;YES
580;M;Private;SUV;1.0;YES;Highly Urban/ Urban;dev_integral;27/05/2022 18:51;complet;45;"[250Û;325Û]";"[80k;100k]";NO;FAUX;NO
581;M;Private;Minivan;1.0;YES;Highly Urban/ Urban;dev_premium;20/04/2022 23:17;complet;54;"[325Û;400Û]";"[20k;40k]";YES;FAUX;YES
582;M;Commercial;Panel Truck;10.0;NO;Highly Urban/ Urban;dev_express;25/01/2022 19:36;complet;49;"[250Û;325Û]";[<20k];YES;FAUX;YES
583;M;Private;Minivan;13.0;YES;Highly Urban/ Urban;dev_express;08/04/2022 01:19;complet;54;"[250Û;325Û]";"[60k;80k]";YES;FAUX;YES
584;M;Private;Minivan;7.0;NO;Highly Rural/ Rural;dev_integral;18/02/2022 12:19;complet;89;"[325Û;400Û]";[<20k];NO;FAUX;YES
585;F;Commercial;Minivan;inconnu;NO;Highly Urban/ Urban;dev_integral;12/01/2022 18:29;complet;38;"[250Û;325Û]";"[80k;100k]";NO;FAUX;NO
586;M;Private;Sports Car;1.0;YES;Highly Urban/ Urban;dev_integral;10/01/2022 15:03;complet;87;"[250Û;325Û]";[<20k];NO;FAUX;NO
587;M;Private;SUV;5.0;YES;Highly Urban/ Urban;dev_premium;10/05/2022 11:42;complet;91;"[400Û;500Û]";"[60k;80k]";YES;VRAI;NO
588;M;Private;SUV;10.0;NO;Highly Rural/ Rural;dev_premium;23/03/2022 10:29;complet;87;"[400Û;500Û]";[<20k];YES;FAUX;NO
589;M;Private;SUV;3.0;YES;Highly Urban/ Urban;dev_integral;19/02/2022 03:28;complet;62;"[250Û;325Û]";[<20k];NO;FAUX;NO
590;M;Private;SUV;1.0;NO;Highly Rural/ Rural;dev_express;27/04/2022 20:44;complet;37;"[250Û;325Û]";[<20k];YES;VRAI;NO
591;F;Private;Pickup;1.0;NO;Highly Urban/ Urban;dev_express;23/04/2022 04:43;complet;78;"[250Û;325Û]";"[20k;40k]";NO;FAUX;YES
592;F;Commercial;Panel Truck;10.0;YES;Highly Urban/ Urban;dev_integral;21/05/2022 08:25;complet;50;"[250Û;325Û]";[>100k];NO;FAUX;YES
593;M;Private;Van;inconnu;YES;Highly Urban/ Urban;dev_express;06/01/2022 08:39;complet;6;"[250Û;325Û]";[>100k];NO;FAUX;YES
594;M;Private;SUV;14.0;NO;Highly Urban/ Urban;dev_integral;08/04/2022 00:39;complet;4;"[250Û;325Û]";"[80k;100k]";YES;FAUX;NO
595;F;Private;SUV;6.0;NO;Highly Urban/ Urban;dev_integral;25/04/2022 11:54;complet;82;"[325Û;400Û]";"[40k;60k]";NO;FAUX;NO
596;M;Private;Sports Car;19.0;YES;Highly Urban/ Urban;dev_express;09/01/2022 11:28;complet;85;"[250Û;325Û]";"[40k;60k]";NO;FAUX;NO
597;M;Private;Minivan;6.0;YES;Highly Rural/ Rural;dev_integral;05/02/2022 05:34;complet;41;"[250Û;325Û]";[<20k];NO;FAUX;YES
598;M;Private;Minivan;14.0;YES;Highly Urban/ Urban;dev_integral;01/03/2022 11:59;complet;89;"[250Û;325Û]";[>100k];NO;FAUX;YES
599;M;Private;Sports Car;20.0;YES;Highly Rural/ Rural;dev_premium;14/02/2022 22:46;complet;64;"[400Û;500Û]";[<20k];NO;FAUX;NO
600;F;Commercial;Pickup;7.0;YES;Highly Urban/ Urban;dev_integral;13/02/2022 06:18;complet;30;"[250Û;325Û]";"[80k;100k]";YES;FAUX;YES
601;M;Commercial;Pickup;1.0;YES;Highly Rural/ Rural;dev_premium;11/03/2022 21:23;complet;57;"[325Û;400Û]";[<20k];YES;VRAI;YES
602;M;Commercial;SUV;13.0;YES;Highly Urban/ Urban;dev_express;12/01/2022 21:51;complet;59;"[250Û;325Û]";"[60k;80k]";YES;VRAI;NO
603;F;Private;Minivan;13.0;NO;Highly Urban/ Urban;dev_integral;10/03/2022 05:03;complet;61;"[250Û;325Û]";[<20k];YES;VRAI;NO
604;M;Commercial;Panel Truck;6.0;NO;Highly Urban/ Urban;dev_express;10/05/2022 21:14;complet;65;"[250Û;325Û]";[>100k];NO;FAUX;YES
605;F;Commercial;SUV;1.0;YES;Highly Urban/ Urban;dev_premium;11/01/2022 06:26;complet;10;"[400Û;500Û]";"[60k;80k]";NO;FAUX;NO
606;M;Private;Sports Car;7.0;NO;Highly Rural/ Rural;dev_premium;05/05/2022 14:13;complet;32;"[400Û;500Û]";[<20k];NO;FAUX;NO
607;F;Private;Minivan;15.0;YES;Highly Urban/ Urban;dev_integral;21/02/2022 10:07;complet;58;"[250Û;325Û]";"[60k;80k]";YES;FAUX;YES
608;M;Commercial;Van;13.0;NO;Highly Urban/ Urban;dev_premium;07/04/2022 18:39;complet;53;"[400Û;500Û]";"[60k;80k]";NO;FAUX;YES
609;M;Commercial;Minivan;7.0;YES;Highly Urban/ Urban;dev_integral;07/02/2022 05:05;complet;70;"[250Û;325Û]";"[60k;80k]";NO;FAUX;NO
610;F;Commercial;SUV;7.0;NO;Highly Rural/ Rural;dev_express;28/05/2022 05:50;complet;5;"[250Û;325Û]";"[20k;40k]";YES;FAUX;NO
611;M;Private;Minivan;7.0;NO;Highly Urban/ Urban;dev_integral;03/03/2022 11:24;complet;64;"[250Û;325Û]";"[80k;100k]";NO;FAUX;NO
612;M;Private;Minivan;16.0;NO;Highly Urban/ Urban;dev_integral;07/02/2022 03:36;complet;23;"[250Û;325Û]";[>100k];YES;FAUX;YES
613;F;Private;SUV;15.0;NO;Highly Rural/ Rural;dev_premium;07/01/2022 05:37;complet;36;"[250Û;325Û]";"[80k;100k]";NO;FAUX;NO
614;M;Commercial;Minivan;7.0;NO;Highly Urban/ Urban;dev_premium;26/02/2022 03:44;complet;6;"[400Û;500Û]";"[20k;40k]";NO;FAUX;NO
615;M;Private;Van;18.0;NO;Highly Urban/ Urban;dev_integral;07/04/2022 19:50;complet;16;"[250Û;325Û]";[>100k];NO;FAUX;YES
616;F;Private;Sports Car;21.0;YES;Highly Urban/ Urban;dev_express;22/03/2022 11:12;complet;72;"[250Û;325Û]";[>100k];NO;FAUX;NO
617;F;Private;SUV;13.0;YES;Highly Rural/ Rural;dev_integral;12/01/2022 10:58;complet;13;"[250Û;325Û]";"[80k;100k]";NO;FAUX;NO
618;M;Private;Sports Car;11.0;NO;Highly Urban/ Urban;dev_integral;10/03/2022 08:37;complet;55;"[250Û;325Û]";"[20k;40k]";YES;VRAI;NO
619;F;Commercial;Sports Car;inconnu;YES;Highly Urban/ Urban;dev_integral;11/02/2022 07:56;complet;6;"[250Û;325Û]";"[40k;60k]";NO;FAUX;NO
620;F;Private;Minivan;inconnu;YES;Highly Rural/ Rural;dev_express;17/04/2022 04:32;complet;30;"[250Û;325Û]";"[80k;100k]";NO;FAUX;YES
621;M;Private;Minivan;5.0;YES;Highly Urban/ Urban;dev_integral;20/05/2022 14:45;complet;70;"[325Û;400Û]";[<20k];YES;FAUX;YES
622;F;Commercial;Panel Truck;17.0;NO;Highly Rural/ Rural;dev_express;08/01/2022 16:09;complet;19;"[250Û;325Û]";[>100k];NO;FAUX;YES
623;M;Private;Sports Car;14.0;YES;Highly Urban/ Urban;dev_express;14/03/2022 14:20;complet;19;"[250Û;325Û]";"[80k;100k]";NO;FAUX;NO
624;M;Private;Pickup;10.0;NO;Highly Urban/ Urban;dev_integral;23/05/2022 23:35;complet;21;"[250Û;325Û]";[>100k];NO;FAUX;NO
625;M;Commercial;Sports Car;11.0;YES;Highly Urban/ Urban;dev_integral;09/04/2022 21:55;complet;19;"[250Û;325Û]";"[40k;60k]";NO;FAUX;NO
626;M;Private;Van;18.0;NO;Highly Urban/ Urban;dev_integral;28/04/2022 17:36;complet;18;"[250Û;325Û]";"[40k;60k]";NO;FAUX;NO
627;M;Private;Pickup;1.0;YES;Highly Rural/ Rural;dev_premium;17/02/2022 09:12;complet;16;"[500Û;575Û]";"[20k;40k]";NO;FAUX;NO
628;F;Private;Minivan;11.0;YES;Highly Urban/ Urban;dev_express;16/04/2022 00:49;complet;64;"[250Û;325Û]";[>100k];NO;FAUX;NO
629;M;Private;Minivan;13.0;NO;Highly Urban/ Urban;dev_express;14/04/2022 05:42;complet;11;"[250Û;325Û]";[>100k];NO;FAUX;NO
630;M;Commercial;Minivan;9.0;NO;Highly Urban/ Urban;dev_premium;26/04/2022 08:50;complet;38;"[400Û;500Û]";"[80k;100k]";NO;FAUX;YES
631;M;Private;Sports Car;1.0;YES;Highly Urban/ Urban;dev_integral;24/04/2022 02:36;complet;46;"[250Û;325Û]";"[40k;60k]";NO;FAUX;NO
632;M;Private;Pickup;8.0;NO;Highly Urban/ Urban;dev_integral;03/03/2022 12:44;complet;19;"[250Û;325Û]";"[40k;60k]";NO;FAUX;YES
633;M;Private;Minivan;15.0;YES;Highly Urban/ Urban;dev_integral;18/03/2022 03:03;complet;4;"[325Û;400Û]";[>100k];NO;FAUX;YES
634;F;Private;Sports Car;8.0;YES;Highly Urban/ Urban;dev_integral;28/04/2022 02:43;complet;92;"[250Û;325Û]";"[40k;60k]";NO;FAUX;NO
635;F;Commercial;Van;7.0;YES;Highly Urban/ Urban;dev_express;22/03/2022 08:53;complet;17;"[250Û;325Û]";"[80k;100k]";YES;FAUX;NO
636;F;Commercial;Pickup;10.0;YES;Highly Urban/ Urban;dev_integral;08/02/2022 19:17;complet;20;"[250Û;325Û]";"[60k;80k]";YES;VRAI;NO
637;F;Commercial;Panel Truck;inconnu;NO;Highly Rural/ Rural;dev_integral;08/02/2022 07:38;complet;27;"[325Û;400Û]";"[80k;100k]";NO;FAUX;NO
638;F;Private;SUV;1.0;NO;Highly Rural/ Rural;dev_integral;07/02/2022 21:25;complet;67;"[250Û;325Û]";"[20k;40k]";NO;FAUX;NO
639;F;Commercial;Pickup;1.0;YES;Highly Urban/ Urban;dev_express;22/03/2022 09:48;complet;73;"[250Û;325Û]";"[60k;80k]";YES;FAUX;NO
640;F;Commercial;Pickup;1.0;YES;Highly Urban/ Urban;dev_premium;13/04/2022 20:56;complet;84;"[325Û;400Û]";"[20k;40k]";NO;FAUX;NO
641;M;Private;Sports Car;1.0;YES;Highly Urban/ Urban;dev_premium;16/02/2022 18:11;complet;67;"[400Û;500Û]";[<20k];YES;VRAI;NO
642;F;Private;Minivan;7.0;NO;Highly Urban/ Urban;dev_integral;01/03/2022 17:16;complet;15;"[250Û;325Û]";[<20k];NO;FAUX;YES
643;F;Private;SUV;1.0;NO;Highly Rural/ Rural;dev_integral;17/01/2022 23:45;complet;31;"[250Û;325Û]";"[20k;40k]";NO;FAUX;NO
644;M;Private;Minivan;7.0;YES;Highly Rural/ Rural;dev_integral;21/05/2022 16:11;complet;57;"[325Û;400Û]";[<20k];YES;VRAI;YES
645;F;Private;Minivan;17.0;YES;Highly Urban/ Urban;dev_premium;17/04/2022 06:36;complet;48;"[325Û;400Û]";[>100k];NO;FAUX;NO
646;F;Private;SUV;1.0;NO;Highly Urban/ Urban;dev_integral;13/02/2022 20:08;complet;19;"[250Û;325Û]";"[60k;80k]";NO;FAUX;NO
647;M;Private;Minivan;25.0;NO;Highly Urban/ Urban;dev_express;08/03/2022 23:49;complet;73;"[250Û;325Û]";[>100k];YES;FAUX;NO
648;M;Commercial;Minivan;9.0;YES;Highly Rural/ Rural;dev_integral;01/05/2022 01:21;complet;58;"[250Û;325Û]";"[80k;100k]";NO;FAUX;NO
649;M;Commercial;Pickup;16.0;NO;Highly Urban/ Urban;dev_integral;10/02/2022 01:30;complet;28;"[250Û;325Û]";[>100k];NO;FAUX;NO
650;F;Private;Sports Car;inconnu;NO;Highly Urban/ Urban;dev_integral;17/03/2022 21:10;complet;29;"[250Û;325Û]";"[80k;100k]";YES;FAUX;NO
651;M;Commercial;SUV;8.0;YES;Highly Rural/ Rural;dev_premium;10/02/2022 16:25;complet;64;"[325Û;400Û]";"[20k;40k]";NO;FAUX;NO
652;F;Private;SUV;1.0;NO;Highly Urban/ Urban;dev_integral;16/01/2022 23:49;complet;59;"[250Û;325Û]";"[40k;60k]";NO;FAUX;NO
653;M;Commercial;Minivan;1.0;YES;Highly Urban/ Urban;dev_integral;05/01/2022 00:48;complet;68;"[250Û;325Û]";"[40k;60k]";YES;FAUX;NO
654;F;Commercial;Panel Truck;18.0;NO;Highly Urban/ Urban;dev_vip;11/01/2022 17:35;complet;41;"[800Û;1000Û]";[>100k];YES;VRAI;NO
655;M;Commercial;SUV;1.0;NO;Highly Urban/ Urban;dev_integral;11/03/2022 05:31;complet;55;"[250Û;325Û]";"[40k;60k]";YES;FAUX;NO
656;F;Private;SUV;1.0;NO;Highly Rural/ Rural;dev_integral;10/01/2022 23:47;complet;76;"[250Û;325Û]";"[20k;40k]";NO;FAUX;NO
657;M;Commercial;Van;1.0;YES;Highly Urban/ Urban;dev_integral;15/05/2022 02:01;complet;55;"[250Û;325Û]";"[20k;40k]";YES;VRAI;YES
658;F;Private;SUV;6.0;YES;Highly Rural/ Rural;dev_integral;03/01/2022 03:03;complet;71;"[250Û;325Û]";[<20k];YES;VRAI;NO
659;F;Private;Minivan;11.0;YES;Highly Urban/ Urban;dev_integral;22/01/2022 15:37;complet;73;"[325Û;400Û]";[>100k];NO;FAUX;YES
660;F;Commercial;Pickup;4.0;YES;Highly Urban/ Urban;dev_premium;03/04/2022 02:13;complet;78;"[325Û;400Û]";"[20k;40k]";NO;FAUX;NO
661;F;Commercial;Pickup;14.0;YES;Highly Rural/ Rural;dev_integral;15/03/2022 03:15;complet;27;"[250Û;325Û]";"[20k;40k]";NO;FAUX;YES
662;M;Private;Van;22.0;YES;Highly Rural/ Rural;dev_vip;11/05/2022 04:46;complet;75;"[800Û;1000Û]";[<20k];NO;FAUX;NO
663;M;Private;Minivan;16.0;YES;Highly Urban/ Urban;dev_premium;20/02/2022 07:23;complet;52;"[500Û;575Û]";"[60k;80k]";YES;FAUX;NO
664;M;Private;Sports Car;6.0;NO;Highly Urban/ Urban;dev_integral;07/03/2022 13:13;complet;45;"[325Û;400Û]";"[20k;40k]";NO;FAUX;NO
665;M;Commercial;Pickup;18.0;YES;Highly Urban/ Urban;dev_integral;11/04/2022 09:32;complet;43;"[250Û;325Û]";[>100k];YES;VRAI;YES
666;M;Private;SUV;1.0;NO;Highly Urban/ Urban;dev_premium;21/01/2022 11:49;complet;76;"[500Û;575Û]";[<20k];YES;VRAI;NO
667;M;Private;Minivan;12.0;NO;Highly Urban/ Urban;dev_integral;22/03/2022 17:47;complet;6;"[250Û;325Û]";"[60k;80k]";NO;FAUX;YES
668;F;Commercial;Minivan;13.0;YES;Highly Urban/ Urban;dev_integral;11/04/2022 05:16;complet;52;"[325Û;400Û]";"[40k;60k]";NO;FAUX;NO
